Zip,Age,Workclass,Education,Marital Status,Occupation,Relationship,Race,Sex,Hours per week,Country
48810,44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
65665,36,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States
75304,32,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States
18244,30,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
25017,26,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States
18297,25,Private,Bachelors,Never-married,Sales,Own-child,White,Female,40,United-States
14967,44,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States
25325,35,Private,Masters,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,40,United-States
18046,34,Federal-gov,12th,Married-civ-spouse,Armed-Forces,Husband,White,Male,40,United-States
72639,20,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,United-States
60568,19,Self-emp-not-inc,Some-college,Never-married,Other-service,Own-child,White,Female,40,Mexico
45703,50,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
61029,26,Private,HS-grad,Never-married,Sales,Not-in-family,Black,Male,40,United-States
4265,23,State-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States
44574,26,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
79171,29,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,30,Canada
14924,42,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,35,United-States
42987,25,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States
89867,46,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
15860,38,Private,HS-grad,Never-married,Sales,Own-child,White,Female,40,United-States
35342,38,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
23551,38,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,44,United-States
11102,17,Private,11th,Never-married,Other-service,Own-child,White,Female,15,United-States
23415,30,Local-gov,Assoc-voc,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,40,United-States
55035,44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
93942,30,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States
71298,40,Private,Some-college,Never-married,Exec-managerial,Unmarried,White,Female,40,United-States
12192,33,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,40,United-States
77546,46,Private,5th-6th,Divorced,Craft-repair,Not-in-family,White,Female,45,United-States
91168,47,Private,Bachelors,Never-married,Exec-managerial,Unmarried,Black,Female,45,United-States
77805,58,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
39541,43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
3200,20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,16,United-States
77325,26,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
19302,64,Local-gov,9th,Never-married,Adm-clerical,Other-relative,White,Male,40,United-States
41199,28,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States
3433,36,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States
72318,41,Local-gov,Some-college,Never-married,Prof-specialty,Other-relative,White,Male,7,United-States
56713,56,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
45868,17,Private,10th,Never-married,Other-service,Own-child,White,Male,25,United-States
78213,58,Private,HS-grad,Widowed,Sales,Not-in-family,White,Male,38,United-States
83804,23,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,Mexico
19720,40,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States
94951,57,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,Taiwan
4883,36,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States
1393,43,Private,5th-6th,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,35,Mexico
3880,42,Local-gov,9th,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States
82336,70,Local-gov,Masters,Never-married,Prof-specialty,Unmarried,White,Female,50,United-States
69377,55,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States
31825,31,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,36,Mexico
44771,37,Private,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States
88534,22,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States
32877,39,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,67,India
22247,60,Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
28895,28,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States
52880,30,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Female,40,United-States
63032,62,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
21861,55,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,50,Canada
70564,19,Private,HS-grad,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Female,25,United-States
39748,36,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States
13804,28,Private,HS-grad,Never-married,Transport-moving,Unmarried,White,Male,50,United-States
83655,34,Self-emp-not-inc,HS-grad,Separated,Exec-managerial,Not-in-family,White,Male,50,United-States
5945,35,State-gov,Some-college,Divorced,Exec-managerial,Not-in-family,Black,Female,40,United-States
22619,26,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,40,United-States
45588,36,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
12634,32,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
56477,50,State-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States
85946,50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
41138,38,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,Italy
57010,60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,50,United-States
33027,32,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,50,United-States
16250,70,Local-gov,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,12,United-States
12100,38,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
34170,32,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States
32105,20,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,30,United-States
59123,35,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,62,United-States
25268,37,Private,HS-grad,Never-married,Sales,Unmarried,White,Male,40,United-States
63988,40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
98791,22,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40,United-States
11101,39,Private,7th-8th,Never-married,Other-service,Own-child,White,Male,35,United-States
83669,36,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,17,United-States
34747,40,Private,Some-college,Separated,Handlers-cleaners,Not-in-family,White,Male,40,United-States
60004,33,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States
54731,30,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
9459,23,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40,United-States
24138,32,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,Male,50,United-States
90415,33,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,United-States
22685,73,Local-gov,7th-8th,Married-civ-spouse,Protective-serv,Husband,White,Male,10,United-States
89266,30,Private,Some-college,Divorced,Other-service,Own-child,White,Female,20,United-States
42296,43,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States
85165,76,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,10,United-States
53267,55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States
43653,48,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Unmarried,White,Female,60,United-States
22184,41,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
56278,36,Private,Some-college,Widowed,Sales,Not-in-family,White,Female,20,United-States
9015,31,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,50,United-States
47470,50,Private,Some-college,Married-spouse-absent,Other-service,Not-in-family,White,Female,40,Cuba
10503,43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States
1451,19,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,20,United-States
86918,41,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,40,United-States
96597,68,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
83630,40,Local-gov,Assoc-voc,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,40,United-States
67731,55,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,40,United-States
87369,38,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
42515,41,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States
11557,35,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,35,United-States
75297,26,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States
4516,63,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States
66431,68,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
22518,20,Private,Some-college,Never-married,Prof-specialty,Unmarried,White,Female,25,United-States
42185,53,Private,10th,Married-civ-spouse,Other-service,Husband,White,Male,34,United-States
90103,26,Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,Mexico
40652,26,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States
32042,19,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,10,United-States
4444,38,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,99,United-States
2474,35,Private,Bachelors,Never-married,Adm-clerical,Other-relative,White,Male,40,United-States
97695,56,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Italy
74824,60,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
78005,25,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States
57394,31,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States
89024,26,Private,Bachelors,Never-married,Sales,Other-relative,White,Male,40,United-States
11932,56,Local-gov,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States
23885,43,Federal-gov,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States
87223,38,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States
46207,33,Local-gov,HS-grad,Divorced,Protective-serv,Unmarried,White,Male,40,United-States
635,25,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
13683,22,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,45,United-States
86802,37,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States
39792,39,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
46438,38,Private,HS-grad,Separated,Sales,Unmarried,White,Female,10,United-States
72003,21,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States
51355,25,Private,10th,Never-married,Other-service,Not-in-family,White,Male,24,Nicaragua
96022,58,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States
4714,36,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States
81415,25,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,70,United-States
19678,46,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,43,United-States
51891,43,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,55,United-States
64802,41,Private,HS-grad,Married-civ-spouse,Transport-moving,Wife,White,Female,20,United-States
40285,26,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States
55638,33,Private,Prof-school,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States
89749,34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
39557,43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,42,United-States
34124,47,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
6222,30,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,United-States
99967,36,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States
61777,25,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States
46090,46,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States
21425,42,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States
77901,73,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,40,Vietnam
36814,44,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,70,United-States
63977,17,Private,10th,Never-married,Other-service,Own-child,White,Female,15,United-States
37688,27,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,30,United-States
26050,70,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States
39109,42,Private,7th-8th,Divorced,Craft-repair,Unmarried,White,Male,40,Puerto-Rico
8899,35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,40,United-States
39964,41,Private,1st-4th,Married-civ-spouse,Craft-repair,Husband,White,Male,35,Mexico
41151,21,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,32,United-States
20935,48,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States
64558,34,Self-emp-not-inc,Assoc-voc,Never-married,Other-service,Other-relative,White,Female,40,United-States
14269,33,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
49577,39,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,United-States
43345,31,Private,HS-grad,Never-married,Exec-managerial,Own-child,Black,Male,40,United-States
77202,50,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,60,United-States
96623,47,Self-emp-not-inc,Bachelors,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States
85048,36,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,57,United-States
21728,25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Female,38,United-States
59088,48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
21829,34,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States
1990,43,Private,Masters,Widowed,Prof-specialty,Unmarried,Black,Female,37,United-States
61172,39,Private,Masters,Divorced,Prof-specialty,Own-child,White,Female,40,United-States
38283,39,Private,Some-college,Divorced,Protective-serv,Unmarried,Black,Female,30,United-States
86034,21,Private,1st-4th,Married-civ-spouse,Other-service,Other-relative,White,Male,40,England
61805,50,State-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States
45687,58,Private,HS-grad,Divorced,Sales,Other-relative,White,Female,32,United-States
43297,40,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States
91906,37,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,40,United-States
19055,49,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
80893,35,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
31059,17,Private,12th,Never-married,Sales,Own-child,White,Female,23,United-States
98413,26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States
16654,41,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
62755,44,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,Mexico
57225,38,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States
24169,45,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States
37748,25,Private,11th,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,40,Mexico
19979,33,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,United-States
46263,52,Private,Assoc-voc,Separated,Exec-managerial,Unmarried,Black,Female,60,United-States
6615,40,Local-gov,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,35,United-States
68493,27,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,46,United-States
3194,48,Self-emp-not-inc,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States
57942,35,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
52312,36,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Male,42,United-States
58179,38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States
60736,64,Self-emp-not-inc,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,United-States
13360,28,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States
44075,21,State-gov,Some-college,Never-married,Other-service,Own-child,White,Female,10,United-States
41594,41,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,Philippines
95003,30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,United-States
40693,26,Private,Masters,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20,Canada
23338,29,Self-emp-not-inc,Assoc-acdm,Widowed,Sales,Unmarried,White,Female,40,United-States
59601,40,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Male,40,United-States
27209,45,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States
18129,50,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States
48312,37,Self-emp-inc,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,50,United-States
98147,33,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States
17078,23,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Female,40,United-States
62060,51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
82654,47,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,55,Taiwan
25478,38,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States
91738,33,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States
46716,31,Private,7th-8th,Widowed,Adm-clerical,Not-in-family,White,Female,35,United-States
76324,29,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States
26554,23,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,United-States
39075,20,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States
1955,36,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,40,United-States
60287,57,Local-gov,HS-grad,Widowed,Other-service,Unmarried,White,Female,30,United-States
55947,34,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,Mexico
98354,33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
2210,47,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
31735,37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States
93702,46,Private,Assoc-voc,Divorced,Machine-op-inspct,Unmarried,White,Male,40,United-States
61471,37,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States
89712,23,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States
69108,27,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,52,United-States
22412,34,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States
69452,36,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,50,United-States
44056,46,Private,Assoc-voc,Divorced,Craft-repair,Unmarried,White,Male,40,United-States
78031,51,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,50,United-States
44557,43,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States
19403,48,Private,HS-grad,Never-married,Tech-support,Unmarried,Black,Female,33,Jamaica
63134,74,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
76702,55,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,73,United-States
82607,48,Private,Bachelors,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,40,Vietnam
95613,26,Private,5th-6th,Never-married,Transport-moving,Not-in-family,White,Male,40,Mexico
19911,23,Private,12th,Never-married,Transport-moving,Not-in-family,White,Male,46,United-States
22403,33,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States
58766,53,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States
13009,63,Private,9th,Widowed,Other-service,Not-in-family,White,Female,20,United-States
38953,63,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States
9545,46,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States
64051,46,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,40,Portugal
6788,19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,20,United-States
51373,23,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,40,United-States
19746,55,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States
32984,37,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,25,United-States
15580,68,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
19023,31,Private,7th-8th,Never-married,Handlers-cleaners,Not-in-family,White,Female,30,Portugal
19173,24,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,United-States
56310,42,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,90,United-States
49555,52,Private,1st-4th,Married-civ-spouse,Craft-repair,Husband,Other,Male,50,Puerto-Rico
17825,26,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States
141,47,Local-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States
24208,24,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,40,United-States
74179,20,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,30,United-States
38085,60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
78428,43,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,48,United-States
17060,31,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States
24196,39,Self-emp-not-inc,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States
39346,46,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
13953,23,Private,HS-grad,Never-married,Sales,Own-child,White,Male,40,United-States
12821,24,State-gov,7th-8th,Never-married,Tech-support,Unmarried,White,Female,20,United-States
45313,42,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,40,United-States
39990,34,Private,HS-grad,Never-married,Exec-managerial,Other-relative,White,Male,50,United-States
81716,49,Local-gov,10th,Separated,Other-service,Unmarried,Black,Female,40,United-States
82816,26,Private,Bachelors,Never-married,Adm-clerical,Own-child,Black,Female,32,United-States
75096,34,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States
32331,23,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,35,United-States
17147,55,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States
7451,28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
44036,47,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,40,United-States
12699,28,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States
80160,51,Private,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,United-States
86502,32,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
94213,37,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,30,United-States
5934,41,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States
46649,20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,30,United-States
65617,51,Private,10th,Never-married,Farming-fishing,Own-child,White,Male,40,United-States
87584,61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,12,United-States
1903,43,Private,Masters,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States
52213,21,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,32,United-States
59480,28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
58073,44,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
92447,27,Private,HS-grad,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,40,Jamaica
17458,42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,60,United-States
15637,47,Private,5th-6th,Married-spouse-absent,Machine-op-inspct,Other-relative,White,Male,40,Mexico
817,19,Private,Some-college,Never-married,Sales,Own-child,White,Female,25,United-States
74229,47,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,40,United-States
3362,23,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,55,Ireland
47176,36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
93427,72,Private,10th,Widowed,Adm-clerical,Not-in-family,White,Female,20,United-States
91761,43,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,60,United-States
71577,33,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States
28976,26,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,65,United-States
90209,23,Private,9th,Never-married,Other-service,Unmarried,Black,Female,30,United-States
5937,42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,24,United-States
57335,40,Local-gov,HS-grad,Married-civ-spouse,Other-service,Other-relative,White,Male,40,United-States
91965,45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Other,Male,40,Mexico
86622,20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,25,United-States
65975,75,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,20,United-States
21529,23,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40,United-States
